Rank;Alb_ID;Alb_chr;Alb_start;Alb_end;Alb_strand;Atr_ID;Atr_chr;Atr_start;Atr_stop
857;AALB010371;3R;12684332;12685563;-1;AATE002016;KI421887;8723115;8725786
858;AALB007498;3R;32520592;32522081;1;AATE017399;KI421931;141855;145580
859;AALB015244;3R;11367112;11367184;1;;;;
860;AALB007543;3R;32104921;32105682;1;;;;
861;AALB008513;3R;23299306;23302021;1;;;;
862;AALB008513;3R;23299306;23302021;1;;;;
863;AALB008513;3R;23299306;23302021;1;;;;
864;AALB008513;3R;23299306;23302021;1;;;;
865;AALB010017;3R;6322231;6324294;1;AATE018638;KI421887;9933716;9934734
866;AALB010645;3R;17061656;17062348;-1;;;;
867;AALB010152;3R;9015014;9017385;-1;;;;
868;AALB015473;3R;19968534;19969974;1;AATE014558;KI421886;4996474;4999439
869;AALB007103;3R;26688235;26694907;1;AATE006915;KI421901;2502079;2510808
870;AALB007103;3R;26688235;26694907;1;AATE006915;KI421901;2502079;2510808
871;AALB007536;3R;32159676;32161952;1;;;;
872;AALB007452;3R;33266149;33267200;1;;;;
873;AALB007064;3R;26118774;26119229;-1;AATE015208;KI421893;983791;984156
874;AALB007064;3R;26118774;26119229;-1;AATE015208;KI421893;983791;984156
875;AALB007079;3R;26253565;26313728;1;AATE012708;KI421901;1552793;1560852
876;AALB009798;3R;3094093;3099424;-1;AATE013377;KI421903;2126457;2132967
877;AALB010693;3R;17844337;17845754;-1;AATE000963;KI421887;3491649;3493567
878;AALB010595;3R;16281201;16285474;-1;AATE015646;KI421899;1384434;1385746
879;AALB003853;3R;1873048;1874394;-1;AATE003782;KI421887;5152916;5155961
880;AALB010561;3R;15544237;15546492;1;AATE001147;KI421887;176650;180315
881;AALB014377;3R;28335918;28336670;1;;;;
882;AALB014377;3R;28335918;28336670;1;;;;
883;AALB014377;3R;28335918;28336670;1;;;;
884;AALB014377;3R;28335918;28336670;1;;;;
885;AALB014377;3R;28335918;28336670;1;;;;
886;AALB014377;3R;28335918;28336670;1;;;;
887;AALB014377;3R;28335918;28336670;1;;;;
888;AALB014377;3R;28335918;28336670;1;;;;
889;AALB014377;3R;28335918;28336670;1;;;;
890;AALB014377;3R;28335918;28336670;1;;;;
891;AALB014377;3R;28335918;28336670;1;;;;
892;AALB014377;3R;28335918;28336670;1;;;;
893;AALB014377;3R;28335918;28336670;1;;;;
894;AALB014377;3R;28335918;28336670;1;;;;
895;AALB014377;3R;28335918;28336670;1;;;;
896;AALB014377;3R;28335918;28336670;1;;;;
897;AALB014377;3R;28335918;28336670;1;;;;
898;AALB014377;3R;28335918;28336670;1;;;;
899;AALB014377;3R;28335918;28336670;1;;;;
900;AALB014377;3R;28335918;28336670;1;;;;
901;AALB014377;3R;28335918;28336670;1;;;;
902;AALB014377;3R;28335918;28336670;1;;;;
903;AALB014377;3R;28335918;28336670;1;;;;
904;AALB014377;3R;28335918;28336670;1;;;;
905;AALB014377;3R;28335918;28336670;1;;;;
906;AALB014377;3R;28335918;28336670;1;;;;
907;AALB014377;3R;28335918;28336670;1;;;;
908;AALB014377;3R;28335918;28336670;1;;;;
909;AALB014377;3R;28335918;28336670;1;;;;
910;AALB014377;3R;28335918;28336670;1;;;;
911;AALB014377;3R;28335918;28336670;1;;;;
912;AALB014377;3R;28335918;28336670;1;;;;
913;AALB014377;3R;28335918;28336670;1;;;;
914;AALB014377;3R;28335918;28336670;1;;;;
915;AALB014377;3R;28335918;28336670;1;;;;
916;AALB014377;3R;28335918;28336670;1;;;;
917;AALB014377;3R;28335918;28336670;1;;;;
918;AALB014377;3R;28335918;28336670;1;;;;
919;AALB014377;3R;28335918;28336670;1;;;;
920;AALB014377;3R;28335918;28336670;1;;;;
921;AALB014377;3R;28335918;28336670;1;;;;
922;AALB014377;3R;28335918;28336670;1;;;;
923;AALB014377;3R;28335918;28336670;1;;;;
924;AALB014377;3R;28335918;28336670;1;;;;
925;AALB014377;3R;28335918;28336670;1;;;;
926;AALB014377;3R;28335918;28336670;1;;;;
927;AALB014377;3R;28335918;28336670;1;;;;
928;AALB014377;3R;28335918;28336670;1;;;;
929;AALB010609;3R;16544961;16545281;-1;;;;
930;AALB010849;3R;20549644;20550348;1;AATE018818;KI421887;1647255;1648850
931;AALB010008;3R;6201907;6204130;1;AATE010992;KI421902;2298071;2300233
932;AALB014920;3R;6167933;6170044;1;;;;
933;AALB010810;3R;19827220;19830833;-1;AATE009202;KI421901;2403046;2405952
934;AALB014132;3R;31742120;31743334;-1;;;;
935;AALB009788;3R;2955148;2961911;1;AATE013610;KI421903;1915013;1922275
936;AALB009788;3R;2955148;2961911;1;AATE013610;KI421903;1915013;1922275
937;AALB004012;3R;21785082;21786653;1;AATE018609;KI421903;287246;288688
938;AALB004068;3R;21064854;21069461;-1;;;;
939;AALB003894;3R;28434810;28437451;-1;AATE002609;KI421909;875449;888409
940;AALB003894;3R;28434810;28437451;-1;AATE002609;KI421909;875449;888409
941;AALB009974;3R;5789412;5794164;1;AATE009724;KI421899;3072234;3075315
942;AALB009929;3R;5183795;5185599;-1;AATE013131;KI421893;2467041;2472034
943;AALB015075;3R;2065495;2065568;-1;;;;
944;AALB010541;3R;15267963;15268830;-1;;;;
945;AALB007056;3R;25998655;25999128;1;;;;
946;AALB009885;3R;4164603;4170305;1;AATE006537;KI421899;2060850;2067333
947;AALB009885;3R;4164603;4170305;1;AATE006537;KI421899;2060850;2067333
948;AALB003755;3R;429675;432356;-1;AATE020165;KI421887;7879004;7880506
949;AALB007395;3R;27346655;27347311;-1;AATE007510;KI421902;117375;118025
950;AALB003953;3R;22616276;22620542;1;AATE020943;KI421903;1667180;1676933
951;AALB010811;3R;19833572;19835240;1;AATE002027;KI421901;2396699;2399214
952;AALB010493;3R;14687240;14689624;1;;;;
953;AALB003993;3R;22129716;22130184;-1;AATE008813;KI421909;376080;378422
954;AALB010325;3R;11995728;11997038;-1;;;;
955;AALB015691;3R;26242998;26243527;-1;AATE009664;KI421901;1466577;1466951
956;AALB009941;3R;5237812;5243072;1;AATE003459;KI421893;2534082;2540408
957;AALB007494;3R;32548327;32549312;-1;AATE012711;KI421931;52306;52970
958;AALB014394;3R;21616378;21617700;-1;;;;
959;AALB009892;3R;4276916;4285925;-1;AATE014372;KI421899;1893115;1900711
960;AALB010233;3R;10541123;10549016;1;AATE008744;KI421893;3197214;3201654
961;AALB010809;3R;19823074;19826555;1;AATE008471;KI421901;2405435;2407322
962;AALB010809;3R;19823074;19826555;1;AATE008471;KI421901;2405435;2407322
963;AALB015641;3R;10592017;10596273;-1;AATE016862;KI421893;3153687;3158214
964;AALB003737;3R;236631;237742;1;AATE021059;KI421887;8137542;8138464
965;AALB010776;3R;19301156;19308388;-1;;;;
966;AALB009837;3R;3546573;3548825;-1;;;;
967;AALB010212;3R;10218021;10221438;-1;AATE004507;KI421901;2840288;2851618
968;AALB010212;3R;10218021;10221438;-1;AATE004507;KI421901;2840288;2851618
969;AALB010212;3R;10218021;10221438;-1;AATE004507;KI421901;2840288;2851618
970;AALB010212;3R;10218021;10221438;-1;AATE004507;KI421901;2840288;2851618
971;AALB010212;3R;10218021;10221438;-1;AATE004507;KI421901;2840288;2851618
972;AALB010212;3R;10218021;10221438;-1;AATE004507;KI421901;2840288;2851618
973;AALB010212;3R;10218021;10221438;-1;AATE004507;KI421901;2840288;2851618
974;AALB010212;3R;10218021;10221438;-1;AATE004507;KI421901;2840288;2851618
975;AALB010212;3R;10218021;10221438;-1;AATE004507;KI421901;2840288;2851618
976;AALB010212;3R;10218021;10221438;-1;AATE004507;KI421901;2840288;2851618
977;AALB010212;3R;10218021;10221438;-1;AATE004507;KI421901;2840288;2851618
978;AALB010212;3R;10218021;10221438;-1;AATE004507;KI421901;2840288;2851618
979;AALB010212;3R;10218021;10221438;-1;AATE021101;KI421901;2830360;2839002
980;AALB010212;3R;10218021;10221438;-1;AATE021101;KI421901;2830360;2839002
981;AALB010212;3R;10218021;10221438;-1;AATE021101;KI421901;2830360;2839002
982;AALB010212;3R;10218021;10221438;-1;AATE021101;KI421901;2830360;2839002
983;AALB010212;3R;10218021;10221438;-1;AATE021101;KI421901;2830360;2839002
984;AALB010212;3R;10218021;10221438;-1;AATE021101;KI421901;2830360;2839002
985;AALB010212;3R;10218021;10221438;-1;AATE021101;KI421901;2830360;2839002
986;AALB010212;3R;10218021;10221438;-1;AATE021101;KI421901;2830360;2839002
987;AALB010212;3R;10218021;10221438;-1;AATE021101;KI421901;2830360;2839002
988;AALB010212;3R;10218021;10221438;-1;AATE021101;KI421901;2830360;2839002
989;AALB010212;3R;10218021;10221438;-1;AATE021101;KI421901;2830360;2839002
990;AALB010212;3R;10218021;10221438;-1;AATE021101;KI421901;2830360;2839002
991;AALB010431;3R;13554049;13558003;1;AATE001638;KI421899;3665667;3669219
992;AALB010611;3R;16596839;16597577;-1;;;;
993;AALB009926;3R;5164227;5165076;1;;;;
994;AALB009926;3R;5164227;5165076;1;;;;
995;AALB004057;3R;21204464;21205511;-1;AATE003532;KI421893;4754444;4758838
996;AALB009827;3R;3411691;3421564;-1;AATE019233;KI421902;2282178;2284385
997;AALB001245;3R;31737689;31738636;1;;;;
998;AALB001245;3R;31737689;31738636;1;;;;
999;AALB003949;3R;22888574;22891030;-1;AATE008241;KI421903;1259505;1260182
1000;AALB015217;3R;14320255;14320327;1;;;;
1001;AALB003825;3R;1246357;1247007;1;;;;
1002;AALB010378;3R;12724511;12726644;-1;AATE002693;KI421887;8770091;8772408
1003;AALB009800;3R;3105144;3106712;-1;AATE019845;KI421903;2143987;2145459
1004;AALB007420;3R;27096680;27100375;1;AATE016513;KI421909;807949;811937
1005;AALB010142;3R;8822472;8827489;-1;;;;
1006;AALB010689;3R;17824716;17827335;-1;AATE019408;KI421887;3498823;3509596
1007;AALB007380;3R;27620885;27637070;1;AATE009130;KI421910;136226;160521
1008;AALB009803;3R;3122389;3128233;1;AATE007765;KI421887;3123703;3126037
1009;AALB001250;3R;31578328;31581061;1;;;;
1010;AALB007545;3R;32085731;32087072;1;AATE012693;KI421963;142458;144159
1011;AALB007090;3R;26440975;26442469;1;AATE019592;KI422057;7734;9167
1012;AALB010063;3R;7318507;7327543;-1;AATE000667;KI421893;6493735;6510134
1013;AALB014367;3R;30635;36949;1;AATE008144;KI421887;9535515;9539480
1014;AALB010851;3R;20605884;20610812;1;AATE009329;KI421887;1588458;1589406
1015;AALB010851;3R;20605884;20610812;1;AATE009329;KI421887;1588458;1589406
1016;AALB010851;3R;20605884;20610812;1;AATE009329;KI421887;1588458;1589406
1017;AALB010851;3R;20605884;20610812;1;AATE009329;KI421887;1588458;1589406
1018;AALB009807;3R;3147295;3148520;1;AATE015271;KI421887;3101017;3102494
1019;AALB010555;3R;15391306;15393051;1;;;;
1020;AALB009980;3R;5902508;5907003;-1;AATE003985;KI421899;3224936;3226590
1021;AALB009980;3R;5902508;5907003;-1;AATE019287;KI421899;3226611;3228161
1022;AALB003986;3R;22233579;22235182;-1;AATE017588;KI421909;464857;465785
1023;AALB015182;3R;14307105;14307177;1;;;;
1024;AALB008510;3R;23324456;23325694;-1;AATE009485;KI421887;2825003;2826727
1025;AALB010206;3R;10049350;10053127;1;AATE012843;KI421893;3836184;3840058
1026;AALB007107;3R;26727209;26729039;1;;;;
1027;AALB003833;3R;1326496;1345379;-1;AATE003375;KI421887;5817106;5820537
1028;AALB010661;3R;17407991;17408670;-1;AATE020235;KI421893;2822663;2824635
1029;AALB010614;3R;16652162;16652565;-1;AATE013013;KI421901;2179338;2181231
1030;AALB004008;3R;21898459;21902384;1;AATE019606;KI421917;607375;614430
1031;AALB015636;3R;23374002;23375504;-1;AATE010828;KI421887;2892315;2893955
1032;AALB007408;3R;27226994;27230960;1;AATE004253;KI421902;258896;260698
1033;AALB007496;3R;32533567;32538400;1;AATE007090;KI421931;66371;106909
1034;AALB007496;3R;32533567;32538400;1;AATE007090;KI421931;66371;106909
1035;AALB007582;3R;28965901;28967519;1;;;;
1036;AALB014899;3R;3188965;3190354;-1;;;;
1037;AALB015405;3R;23279866;23279939;1;;;;
1038;AALB010565;3R;15694636;15696014;1;AATE018394;KI421887;305620;307117
1039;AALB003760;3R;457702;462545;-1;AATE009319;KI421887;7846287;7852557
1040;AALB010757;3R;18932501;18933070;-1;AATE010722;KI421893;5363536;5364470
1041;AALB014936;3R;8253646;8258910;1;AATE018412;KI421887;4089897;4097968
1042;AALB015382;3R;26747269;26747364;1;;;;
1043;AALB010353;3R;12542088;12542678;-1;AATE017901;KI421899;1390318;1390911
1044;AALB003830;3R;1318639;1321699;1;AATE008054;KI421887;5834348;5835707
1045;AALB010622;3R;16741288;16745835;-1;AATE016287;KI421901;2036323;2048611
1046;AALB009883;3R;4155047;4159721;-1;AATE001490;KI421899;2074506;2080488
1047;AALB003876;3R;2664211;2677912;1;AATE017580;KI421901;3091837;3111896
1048;AALB003876;3R;2664211;2677912;1;AATE017580;KI421901;3091837;3111896
1049;AALB010073;3R;7429368;7432964;1;AATE011595;KI421929;105357;110008
1050;AALB006964;3R;24319493;24322694;1;;;;
1051;AALB010010;3R;6220767;6226354;1;AATE017561;KI421887;7270902;7276838
1052;AALB007437;3R;27005174;27009196;1;;;;
1053;AALB010032;3R;6494891;6496000;1;AATE020957;AXCP01008039;975;4794
1054;AALB010013;3R;6236221;6242008;-1;AATE020902;AXCP01008854;381;2683
1055;AALB010013;3R;6236221;6242008;-1;AATE020902;AXCP01008854;381;2683
1056;AALB010349;3R;12528443;12529532;-1;AATE019201;KI421929;75917;77548
1057;AALB010252;3R;10692977;10693602;1;AATE019289;KI421887;8837948;8838841
1058;AALB009796;3R;3073154;3074564;1;;;;
1059;AALB009938;3R;5227059;5228676;1;AATE002108;KI421893;2522223;2523837
1060;AALB007023;3R;25176780;25179124;-1;AATE003248;KI421893;35038;38411
1061;AALB007023;3R;25176780;25179124;-1;AATE003248;KI421893;35038;38411
1062;AALB007111;3R;26798465;26800627;1;AATE017322;KI421887;2563359;2566186
1063;AALB010122;3R;8418731;8425527;-1;AATE000991;KI421893;2991324;3009270
1064;AALB015549;3R;544463;546561;-1;AATE015305;KI421887;7739337;7741449
1065;AALB015684;3R;26427409;26430437;1;AATE017636;KI421901;2774985;2779605
1066;AALB007534;3R;32169717;32172322;1;AATE003168;KI421898;74949;80349
1067;AALB010721;3R;18125281;18125804;-1;AATE012617;KI421887;3205909;3206646
1068;AALB010483;3R;14291248;14291912;1;;;;
1069;AALB007118;3R;26908322;26908712;-1;;;;
1070;AALB007042;3R;25890461;25891556;-1;AATE019132;KI421893;707313;708850
1071;AALB010560;3R;15537217;15541962;-1;AATE015264;KI421887;160622;178053
1072;AALB008472;3R;23871075;23872721;1;AATE020407;KI421903;565410;567065
1073;AALB015603;3R;24913947;24914577;-1;;;;
1074;AALB010374;3R;12690469;12693450;1;AATE016283;KI421887;8731327;8732293
1075;AALB010016;3R;6260671;6263960;-1;AATE014881;KI421887;9873545;9887049
1076;AALB010836;3R;20062132;20064357;-1;AATE007163;KI421887;9141194;9144492
1077;AALB010803;3R;19702486;19705246;1;AATE014186;KI421901;1008185;1009723
1078;AALB001256;3R;31373940;31375856;1;AATE000226;KI421917;563444;565820
1079;AALB015000;3R;20031173;20033562;1;;;;
1080;AALB007036;3R;25849866;25854524;1;AATE012606;KI421893;660533;665324
1081;AALB010255;3R;10738274;10739015;-1;AATE015997;KI421887;8863056;8886443
1082;AALB010677;3R;17524011;17541733;1;;;;
1083;AALB007062;3R;26111580;26115991;-1;AATE017872;KI421893;976050;981267
1084;AALB007113;3R;26823650;26826039;-1;;;;
1085;AALB010554;3R;15383047;15383271;1;AATE003900;KI421899;3818430;3820865
1086;AALB010554;3R;15383047;15383271;1;AATE003900;KI421899;3818430;3820865
1087;AALB010554;3R;15383047;15383271;1;AATE003900;KI421899;3818430;3820865
1088;AALB010554;3R;15383047;15383271;1;AATE003900;KI421899;3818430;3820865
1089;AALB010554;3R;15383047;15383271;1;AATE003900;KI421899;3818430;3820865
1090;AALB010554;3R;15383047;15383271;1;AATE003900;KI421899;3818430;3820865
1091;AALB010554;3R;15383047;15383271;1;AATE003900;KI421899;3818430;3820865
1092;AALB010554;3R;15383047;15383271;1;AATE003900;KI421899;3818430;3820865
1093;AALB010554;3R;15383047;15383271;1;AATE003900;KI421899;3818430;3820865
1094;AALB010554;3R;15383047;15383271;1;AATE003900;KI421899;3818430;3820865
1095;AALB010554;3R;15383047;15383271;1;AATE003900;KI421899;3818430;3820865
1096;AALB010554;3R;15383047;15383271;1;AATE003900;KI421899;3818430;3820865
1097;AALB010554;3R;15383047;15383271;1;AATE003900;KI421899;3818430;3820865
1098;AALB010554;3R;15383047;15383271;1;AATE003900;KI421899;3818430;3820865
1099;AALB010554;3R;15383047;15383271;1;AATE003900;KI421899;3818430;3820865
1100;AALB010554;3R;15383047;15383271;1;AATE003900;KI421899;3818430;3820865
1101;AALB010554;3R;15383047;15383271;1;AATE003900;KI421899;3818430;3820865
1102;AALB010554;3R;15383047;15383271;1;AATE003900;KI421899;3818430;3820865
1103;AALB010554;3R;15383047;15383271;1;AATE009611;KI421888;910871;913161
1104;AALB010554;3R;15383047;15383271;1;AATE009611;KI421888;910871;913161
1105;AALB010554;3R;15383047;15383271;1;AATE009611;KI421888;910871;913161
1106;AALB010554;3R;15383047;15383271;1;AATE009611;KI421888;910871;913161
1107;AALB010554;3R;15383047;15383271;1;AATE009611;KI421888;910871;913161
1108;AALB010554;3R;15383047;15383271;1;AATE009611;KI421888;910871;913161
1109;AALB010554;3R;15383047;15383271;1;AATE009611;KI421888;910871;913161
1110;AALB010554;3R;15383047;15383271;1;AATE009611;KI421888;910871;913161
1111;AALB010554;3R;15383047;15383271;1;AATE009611;KI421888;910871;913161
1112;AALB010554;3R;15383047;15383271;1;AATE009611;KI421888;910871;913161
1113;AALB010554;3R;15383047;15383271;1;AATE009611;KI421888;910871;913161
1114;AALB010554;3R;15383047;15383271;1;AATE009611;KI421888;910871;913161
1115;AALB010554;3R;15383047;15383271;1;AATE009611;KI421888;910871;913161
1116;AALB010554;3R;15383047;15383271;1;AATE009611;KI421888;910871;913161
1117;AALB010554;3R;15383047;15383271;1;AATE009611;KI421888;910871;913161
1118;AALB010554;3R;15383047;15383271;1;AATE009611;KI421888;910871;913161
1119;AALB010554;3R;15383047;15383271;1;AATE009611;KI421888;910871;913161
1120;AALB010554;3R;15383047;15383271;1;AATE009611;KI421888;910871;913161
1121;AALB010554;3R;15383047;15383271;1;AATE001719;KI422103;13933;15655
1122;AALB010554;3R;15383047;15383271;1;AATE001719;KI422103;13933;15655
1123;AALB010554;3R;15383047;15383271;1;AATE001719;KI422103;13933;15655
1124;AALB010554;3R;15383047;15383271;1;AATE001719;KI422103;13933;15655
1125;AALB010554;3R;15383047;15383271;1;AATE001719;KI422103;13933;15655
1126;AALB010554;3R;15383047;15383271;1;AATE001719;KI422103;13933;15655
1127;AALB010554;3R;15383047;15383271;1;AATE001719;KI422103;13933;15655
1128;AALB010554;3R;15383047;15383271;1;AATE001719;KI422103;13933;15655
1129;AALB010554;3R;15383047;15383271;1;AATE001719;KI422103;13933;15655
1130;AALB010554;3R;15383047;15383271;1;AATE001719;KI422103;13933;15655
1131;AALB010554;3R;15383047;15383271;1;AATE001719;KI422103;13933;15655
1132;AALB010554;3R;15383047;15383271;1;AATE001719;KI422103;13933;15655
1133;AALB010554;3R;15383047;15383271;1;AATE001719;KI422103;13933;15655
1134;AALB010554;3R;15383047;15383271;1;AATE001719;KI422103;13933;15655
1135;AALB010554;3R;15383047;15383271;1;AATE001719;KI422103;13933;15655
1136;AALB010554;3R;15383047;15383271;1;AATE001719;KI422103;13933;15655
1137;AALB010554;3R;15383047;15383271;1;AATE001719;KI422103;13933;15655
1138;AALB010554;3R;15383047;15383271;1;AATE001719;KI422103;13933;15655
1139;AALB010554;3R;15383047;15383271;1;AATE017921;KI421899;3828594;3829043
1140;AALB010554;3R;15383047;15383271;1;AATE017921;KI421899;3828594;3829043
1141;AALB010554;3R;15383047;15383271;1;AATE017921;KI421899;3828594;3829043
1142;AALB010554;3R;15383047;15383271;1;AATE017921;KI421899;3828594;3829043
1143;AALB010554;3R;15383047;15383271;1;AATE017921;KI421899;3828594;3829043
1144;AALB010554;3R;15383047;15383271;1;AATE017921;KI421899;3828594;3829043
1145;AALB010554;3R;15383047;15383271;1;AATE017921;KI421899;3828594;3829043
1146;AALB010554;3R;15383047;15383271;1;AATE017921;KI421899;3828594;3829043
1147;AALB010554;3R;15383047;15383271;1;AATE017921;KI421899;3828594;3829043
1148;AALB010554;3R;15383047;15383271;1;AATE017921;KI421899;3828594;3829043
1149;AALB010554;3R;15383047;15383271;1;AATE017921;KI421899;3828594;3829043
1150;AALB010554;3R;15383047;15383271;1;AATE017921;KI421899;3828594;3829043
1151;AALB010554;3R;15383047;15383271;1;AATE017921;KI421899;3828594;3829043
1152;AALB010554;3R;15383047;15383271;1;AATE017921;KI421899;3828594;3829043
1153;AALB010554;3R;15383047;15383271;1;AATE017921;KI421899;3828594;3829043
1154;AALB010554;3R;15383047;15383271;1;AATE017921;KI421899;3828594;3829043
1155;AALB010554;3R;15383047;15383271;1;AATE017921;KI421899;3828594;3829043
1156;AALB010554;3R;15383047;15383271;1;AATE017921;KI421899;3828594;3829043
1157;AALB007010;3R;25058207;25067226;1;AATE014922;KI421925;259523;263263
1158;AALB010533;3R;15196699;15201187;-1;AATE011664;KI421887;1384829;1389419
1159;AALB014680;3R;32332501;32332891;-1;;;;
1160;AALB001242;3R;31749884;31750748;1;;;;
1161;AALB006997;3R;24818745;24820564;1;;;;
1162;AALB006996;3R;24809207;24818167;-1;AATE001240;KI421909;1452091;1462138
1163;AALB001219;3R;31867790;31871011;-1;AATE004376;KI421973;32590;35752
1164;AALB015442;3R;11393908;11393989;-1;;;;
1165;AALB009925;3R;5162547;5162933;1;;;;
1166;AALB015253;3R;15183974;15184045;1;;;;
1167;AALB003722;3R;105241;108295;1;AATE004857;KI421887;8287800;8290865
1168;AALB014942;3R;9607763;9610297;1;;;;
1169;AALB010455;3R;13982204;13985413;-1;AATE011104;KI421887;1898378;1910771
1170;AALB014716;3R;33395069;33396290;-1;;;;
1171;AALB010527;3R;15133305;15137665;1;AATE020494;KI421887;1460468;1463508
1172;AALB010563;3R;15619399;15620373;-1;AATE008612;KI421885;5545770;5547538
1173;AALB010563;3R;15619399;15620373;-1;AATE008612;KI421885;5545770;5547538
1174;AALB010563;3R;15619399;15620373;-1;AATE008612;KI421885;5545770;5547538
1175;AALB010563;3R;15619399;15620373;-1;AATE002995;KI421887;273743;274831
1176;AALB010563;3R;15619399;15620373;-1;AATE002995;KI421887;273743;274831
1177;AALB010563;3R;15619399;15620373;-1;AATE002995;KI421887;273743;274831
1178;AALB007040;3R;25884217;25887150;-1;AATE011516;KI421893;701547;705079
1179;AALB014373;3R;1273282;1275738;-1;;;;
1180;AALB010067;3R;7357344;7358295;-1;AATE019720;KI421929;206310;207736
1181;AALB010067;3R;7357344;7358295;-1;AATE019720;KI421929;206310;207736
1182;AALB014668;3R;26993020;26994270;-1;;;;
1183;AALB010599;3R;16304849;16305166;1;;;;
1184;AALB007829;3R;33466106;33466995;1;AATE010593;KI421894;4201482;4205482
1185;AALB007033;3R;25828197;25835155;-1;AATE002530;KI421893;628893;630141
1186;AALB007033;3R;25828197;25835155;-1;AATE002530;KI421893;628893;630141
1187;AALB010432;3R;13555959;13557738;-1;AATE005890;KI421899;3669703;3671477
1188;AALB008487;3R;23697691;23705478;1;;;;
1189;AALB008487;3R;23697691;23705478;1;;;;
1190;AALB010096;3R;7725314;7728132;-1;AATE001905;KI421899;4497125;4499424
1191;AALB007485;3R;32584978;32588981;-1;AATE006907;KI421930;1562;3980
1192;AALB007832;3R;33480197;33490514;-1;AATE014745;KI421886;2695864;2704977
1193;AALB007832;3R;33480197;33490514;-1;AATE014745;KI421886;2695864;2704977
1194;AALB001237;3R;31775227;31777741;-1;AATE009459;KI421917;120674;123160
1195;AALB001237;3R;31775227;31777741;-1;AATE009459;KI421917;120674;123160
1196;AALB007438;3R;27006743;27007168;-1;;;;
1197;AALB015654;3R;7477347;7479380;1;;;;
1198;AALB010314;3R;11894464;11896616;-1;AATE018869;KI421887;6467641;6472074
1199;AALB003950;3R;22861936;22871692;-1;AATE003732;KI421903;1264993;1384105
1200;AALB007407;3R;27231376;27236210;-1;AATE006069;KI421902;256239;258352
1201;AALB010057;3R;7180184;7185127;1;;;;
1202;AALB010543;3R;15301361;15304708;-1;AATE009062;KI421899;3899565;3903372
1203;AALB015199;3R;14297704;14297876;1;;;;
1204;AALB010532;3R;15189106;15192550;-1;;;;
1205;AALB007394;3R;27349552;27350304;1;AATE015968;KI421902;112085;113417
1206;AALB010193;3R;9900661;9902708;1;AATE003807;KI421899;2604267;2608267
1207;AALB003759;3R;454947;455909;1;AATE004866;KI421887;7852616;7853995
1208;AALB004038;3R;21337586;21348250;1;AATE008873;KI421893;4903616;4912942
1209;AALB009904;3R;4351556;4357220;-1;AATE011447;KI421901;2366488;2368704
1210;AALB007500;3R;32512271;32513603;1;;;;
1211;AALB001221;3R;31858882;31860855;1;;;;
1212;AALB007592;3R;29110919;29122201;-1;AATE019580;KI421913;60382;71744
1213;AALB004019;3R;21688855;21698247;1;AATE007327;KI421903;184675;185809
1214;AALB004019;3R;21688855;21698247;1;AATE007327;KI421903;184675;185809
1215;AALB004019;3R;21688855;21698247;1;AATE007327;KI421903;184675;185809
1216;AALB004019;3R;21688855;21698247;1;AATE007327;KI421903;184675;185809
1217;AALB004019;3R;21688855;21698247;1;AATE017298;KI421903;165025;169208
1218;AALB004019;3R;21688855;21698247;1;AATE017298;KI421903;165025;169208
1219;AALB004019;3R;21688855;21698247;1;AATE017298;KI421903;165025;169208
1220;AALB004019;3R;21688855;21698247;1;AATE017298;KI421903;165025;169208
1221;AALB010145;3R;8906205;8913451;-1;AATE000013;KI421887;9991551;10000077
1222;AALB009802;3R;3109667;3122045;1;AATE009736;KI421887;3126233;3142004
1223;AALB014903;3R;4026312;4026622;1;;;;
1224;AALB014964;3R;12814759;12820532;-1;;;;
1225;AALB001239;3R;31755952;31765807;-1;AATE009885;KI421917;136226;151221
1226;AALB007005;3R;24972476;24973336;-1;;;;
1227;AALB010338;3R;12171003;12171926;-1;AATE002806;KI421887;6761895;6762997
1228;AALB007453;3R;33258099;33259762;1;;;;
1229;AALB010033;3R;6505559;6508893;1;AATE013489;KI421899;68709;72580
1230;AALB014717;3R;33493103;33494859;1;;;;
1231;AALB001252;3R;31396474;31397738;1;;;;
1232;AALB008508;3R;23328530;23329534;1;;;;
1233;AALB010666;3R;17438359;17439342;-1;AATE008856;KI421893;2872160;2875835
1234;AALB010578;3R;15828827;15830153;-1;;;;
1235;AALB003726;3R;115289;120619;-1;AATE003767;KI421887;8275058;8276237
1236;AALB010582;3R;15871577;15876847;-1;AATE018672;KI421887;507329;513148
1237;AALB010208;3R;10180196;10185994;-1;AATE011716;KI421893;3694089;3696776
1238;AALB010025;3R;6366860;6367755;-1;AATE003116;KI421923;148246;149475
1239;AALB014635;3R;25153941;25155055;1;;;;
1240;AALB010261;3R;10749564;10749920;-1;AATE012186;KI421887;8896849;8900091
1241;AALB006994;3R;24772421;24773705;1;AATE013463;KI421910;346835;351459
1242;AALB007371;3R;27859844;27872066;1;AATE003934;KI421909;1405328;1417051
1243;AALB007371;3R;27859844;27872066;1;AATE003934;KI421909;1405328;1417051
1244;AALB007371;3R;27859844;27872066;1;AATE003934;KI421909;1405328;1417051
1245;AALB007371;3R;27859844;27872066;1;AATE003934;KI421909;1405328;1417051
1246;AALB001270;3R;31071244;31071702;1;;;;
