"";"alb_ID";"alb_chr";"alb_start";"alb_end";"alb_strand";"atr_ID";"atr_scf";"atr_start";"atr_end";"gam_ID";"gam_chr";"gam_start";"gam_end"
"215";"AALB007544";"3R";32086656;32101580;-1;"AATE013109";"KI421904";1241418;1251549;"AGAP010313";"3L";293919;305802
"216";"AALB009984";"3R";5937842;5939297;-1;"AATE009520";"KI421901";3967438;3972636;"AGAP012261";"3L";39524698;39526328
"217";"AALB010535";"3R";15208663;15211956;-1;"AATE001453";"KI421887";1373078;1381774;"AGAP028624";"3L";20424862;20467620
"218";"AALB010620";"3R";16738120;16738734;-1;"AATE002986";"KI421901";2050166;2050929;"AGAP012191";"3L";38557663;38568880
"219";"AALB007080";"3R";26313838;26315817;-1;"AATE000832";"KI421901";1561550;1562299;"AGAP012193";"3L";38569517;38570495
"220";"AALB004071";"3R";21031298;21031867;-1;"AATE012220";"KI421893";7605943;7606512;"AGAP011581";"3L";28372992;28373764
"221";"AALB007041";"3R";25888149;25890051;1;"AATE010243";"KI421893";705125;707301;"AGAP011174";"3L";18235010;18236814
"222";"AALB009877";"3R";4058507;4059263;1;"AATE019433";"KI421899";2193126;2204173;"AGAP010629";"3L";7627528;7638263
"223";"AALB003865";"3R";2514540;2521140;1;"AATE008195";"KI421887";4354174;4361302;"AGAP011586";"3L";28430196;28437590
"224";"AALB009957";"3R";5550922;5552512;-1;"AATE003577";"KI421899";2720957;2722925;"AGAP012230";"3L";39159193;39160742
"225";"AALB010139";"3R";8785923;8787984;-1;"AATE013554";"KI421887";10159341;10163343;"AGAP012061";"3L";37195173;37196209
"226";"AALB010219";"3R";10417873;10419132;-1;"AATE008100";"KI421893";3383644;3385459;"AGAP010548";"3L";6175022;6176322
"227";"AALB009764";"3R";2763346;2764933;-1;"AATE009015";"KI421901";2979697;2980803;"AGAP028148";"3L";36669088;36670293
"228";"AALB007450";"3R";33272527;33278619;1;"AATE002188";"KI421949";99443;106283;"AGAP004686";"2L";742004;747057
"229";"AALB007481";"3R";32661139;32667180;1;"AATE001816";"KI421930";207906;215963;"AGAP004714";"2L";2573498;2574460
"230";"AALB003757";"3R";451970;453870;1;"AATE000531";"KI421898";1170749;1172534;"AGAP002221";"2R";17704454;17706258
"231";"AALB010051";"3R";7072217;7081493;-1;"AATE016000";"KI421899";795795;798630;"AGAP011496";"3L";25452204;25454801
"232";"AALB010446";"3R";13723213;13728671;1;"AATE013459";"KI421887";2188521;2191939;"AGAP013327";"3L";10786057;10788017
"233";"AALB009934";"3R";5204909;5206774;1;"AATE017764";"KI421893";2493756;2495591;"AGAP011964";"3L";35663806;35666091
"234";"AALB015564";"3R";23371215;23373023;1;"AATE008230";"KI421887";2894859;2897297;"AGAP028626";"3L";24977749;24979723
"235";"AALB007542";"3R";32116255;32117375;1;"AATE006336";"KI421976";58575;61255;"AGAP010311";"3L";119535;125410
"236";"AALB009779";"3R";2882940;2885313;1;"AATE011795";"KI421901";2801947;2803371;"AGAP012044";"3L";36837649;36838973
"237";"AALB003811";"3R";973994;978503;-1;"AATE006628";"KI421887";9764760;9766799;"AGAP012401";"3L";41729162;41731177
"238";"AALB010368";"3R";12649564;12651708;-1;"AATE019248";"KI421887";8680598;8685815;"AGAP011849";"3L";34040636;34042647
"239";"AALB010086";"3R";7572909;7575016;1;"AATE000715";"KI421899";4255675;4257002;"AGAP012301";"3L";39923995;39925314
"240";"AALB003901";"3R";28518326;28523216;-1;"AATE007145";"KI421909";782815;786722;"AGAP010402";"3L";2721636;2722989
"241";"AALB008486";"3R";23705544;23710132;-1;"AATE001469";"KI421899";4027990;4032713;"AGAP010700";"3L";8723313;8727180
"242";"AALB003727";"3R";120718;127599;1;"AATE004247";"KI421887";8269427;8275003;"AGAP011888";"3L";34634037;34638616
"243";"AALB010171";"3R";9619593;9633107;1;"AATE003837";"KI421902";1344625;1358377;"AGAP010909";"3L";12862440;12886533
"244";"AALB001264";"3R";31258400;31260450;1;"AATE009122";"KI421909";218962;230447;"AGAP010892";"3L";12667002;12679491
"245";"AALB008502";"3R";23365591;23366360;-1;"AATE004219";"KI421887";2885966;2887967;"AGAP011470";"3L";24987014;24989371
"246";"AALB009909";"3R";4411869;4416179;-1;"AATE008096";"KI421893";1489832;1496359;"AGAP011038";"3L";15417381;15432426
"247";"AALB006989";"3R";24741904;24746798;1;"AATE010335";"KI421910";378631;380248;"AGAP010958";"3L";13830846;13849498
"248";"AALB003789";"3R";803468;805242;-1;"AATE012025";"KI421887";7428439;7430157;"AGAP012378";"3L";41308878;41310287
"249";"AALB003763";"3R";473397;479059;-1;"AATE000881";"KI421887";7831106;7833415;"AGAP011935";"3L";35264498;35265267
"250";"AALB003788";"3R";746138;749780;1;"AATE016146";"KI421887";7495319;7498753;"AGAP012376";"3L";41236535;41237137
"251";"AALB004064";"3R";21155105;21157146;1;"AATE005310";"KI421893";7732191;7734816;"AGAP011539";"3L";26944334;26946100
"252";"AALB006971";"3R";24342096;24351861;-1;"AATE008381";"KI421910";776052;784914;"AGAP010874";"3L";12342235;12350292
"253";"AALB015648";"3R";28975130;28976323;1;"AATE017350";"KI421910";1227557;1228687;"AGAP010403";"3L";2776773;2778881
"254";"AALB010192";"3R";9897759;9899325;-1;"AATE016139";"KI421899";2600265;2603219;"AGAP012240";"3L";39249773;39251450
"255";"AALB009774";"3R";2834794;2840165;-1;"AATE012157";"KI421901";2883018;2890644;"AGAP012033";"3L";36767810;36768467
"256";"AALB006984";"3R";24558277;24560673;-1;"AATE015532";"KI421910";559190;562593;"AGAP010943";"3L";13579717;13583984
"257";"AALB009858";"3R";3776620;3780648;-1;"AATE013724";"KI421902";1709990;1719278;"AGAP010509";"3L";5244024;5247930
"258";"AALB003786";"3R";741587;742672;1;"AATE016775";"KI421887";7502873;7503958;"AGAP012373";"3L";41231615;41232703
"259";"AALB007509";"3R";32439587;32441804;-1;"AATE005243";"KI421894";5582308;5585408;"AGAP004784";"2L";3519838;3522515
"260";"AALB001229";"3R";31812825;31816126;-1;"AATE016967";"KI421917";83399;84038;"AGAP028146";"3L";2351022;2354300
"261";"AALB010785";"3R";19364148;19372523;1;"AATE014151";"KI421893";1109616;1117019;"AGAP011141";"3L";17840388;17849785
"262";"AALB010245";"3R";10628109;10631341;-1;"AATE005202";"KI421893";3116327;3121045;"AGAP012013";"3L";36300901;36305535
"263";"AALB004028";"3R";21573081;21580215;1;"AATE002721";"KI421902";2638088;2643265;"AGAP011340";"3L";21445777;21450792
"264";"AALB010615";"3R";16680246;16690725;1;"AATE014072";"KI421901";2131620;2145832;"AGAP012185";"3L";38503824;38514776
"265";"AALB003723";"3R";109873;114719;-1;"AATE020705";"KI421887";8282289;8285891;"AGAP011881";"3L";34614776;34618853
"266";"AALB003981";"3R";22273054;22275349;1;"AATE005962";"KI421909";515775;517121;"AGAP028198";"3L";3967316;3969010
"267";"AALB010516";"3R";15106577;15108638;1;"AATE007456";"KI422078";6819;9019;"AGAP011797";"3L";33314117;33316910
"268";"AALB009818";"3R";3256118;3256891;-1;"AATE000249";"KI421887";2946974;2948102;"AGAP011457";"3L";24933284;24934284
"269";"AALB007070";"3R";26203270;26204016;1;"AATE005328";"KI421893";1067874;1074898;"AGAP011143";"3L";17876489;17876992
"270";"AALB010572";"3R";15777592;15782119;-1;"AATE003507";"KI421887";422677;430283;"AGAP011207";"3L";19379844;19381586
"271";"AALB004005";"3R";21960687;21969655;1;"AATE011762";"KI421909";294949;314334;"AGAP028617";"3L";12766054;12777149
"272";"AALB003808";"3R";932870;936979;1;"AATE019067";"KI421887";9821964;9824169;"AGAP012408";"3L";41769006;41771149
"273";"AALB010510";"3R";15079159;15080649;1;"AATE020415";"KI421899";4560841;4562291;"AGAP011782";"3L";33252286;33254243
"274";"AALB010381";"3R";12729217;12731643;-1;"AATE005035";"KI421887";8779666;8781447;"AGAP011834";"3L";33897690;33898873
"275";"AALB007365";"3R";28072335;28074390;1;"AATE015959";"KI421909";1234228;1240133;"AGAP010327";"3L";869948;875290
"276";"AALB010525";"3R";15130175;15131141;-1;"AATE002888";"KI421887";1465387;1466532;"AGAP010836";"3L";11725016;11726028
"277";"AALB010371";"3R";12684332;12685563;-1;"AATE002016";"KI421887";8723115;8725786;"AGAP011846";"3L";33988362;33989238
"278";"AALB010017";"3R";6322231;6324294;1;"AATE018638";"KI421887";9933716;9934734;"AGAP012104";"3L";37739158;37740909
"279";"AALB007079";"3R";26253565;26313728;1;"AATE012708";"KI421901";1552793;1560852;"AGAP012194";"3L";38573785;38576409
"280";"AALB009798";"3R";3094093;3099424;-1;"AATE013377";"KI421903";2126457;2132967;"AGAP011694";"3L";31480770;31484370
"281";"AALB010693";"3R";17844337;17845754;-1;"AATE000963";"KI421887";3491649;3493567;"AGAP010792";"3L";10412154;10413607
"282";"AALB010595";"3R";16281201;16285474;-1;"AATE015646";"KI421899";1384434;1385746;"AGAP011052";"3L";15780405;15783229
"283";"AALB010561";"3R";15544237;15546492;1;"AATE001147";"KI421887";176650;180315;"AGAP011196";"3L";19125245;19126990
"284";"AALB010849";"3R";20549644;20550348;1;"AATE018818";"KI421887";1647255;1648850;"AGAP010824";"3L";11452625;11456200
"285";"AALB010008";"3R";6201907;6204130;1;"AATE010992";"KI421902";2298071;2300233;"AGAP011329";"3L";21118672;21119913
"286";"AALB004012";"3R";21785082;21786653;1;"AATE018609";"KI421903";287246;288688;"AGAP011356";"3L";21729836;21731903
"287";"AALB009974";"3R";5789412;5794164;1;"AATE009724";"KI421899";3072234;3075315;"AGAP012344";"3L";40810325;40812118
"288";"AALB003755";"3R";429675;432356;-1;"AATE020165";"KI421887";7879004;7880506;"AGAP011927";"3L";35200388;35203125
"289";"AALB007395";"3R";27346655;27347311;-1;"AATE007510";"KI421902";117375;118025;"AGAP011316";"3L";20942933;20943586
"290";"AALB010811";"3R";19833572;19835240;1;"AATE002027";"KI421901";2396699;2399214;"AGAP012166";"3L";38249563;38250789
"291";"AALB003993";"3R";22129716;22130184;-1;"AATE008813";"KI421909";376080;378422;"AGAP010476";"3L";4176329;4178951
"292";"AALB009941";"3R";5237812;5243072;1;"AATE003459";"KI421893";2534082;2540408;"AGAP028030";"3L";35706915;35711898
"293";"AALB007494";"3R";32548327;32549312;-1;"AATE012711";"KI421931";52306;52970;"AGAP004730";"2L";2865742;2866766
"294";"AALB009892";"3R";4276916;4285925;-1;"AATE014372";"KI421899";1893115;1900711;"AGAP011085";"3L";16354719;16363803
"295";"AALB010233";"3R";10541123;10549016;1;"AATE008744";"KI421893";3197214;3201654;"AGAP010571";"3L";6441984;6445469
"296";"AALB015641";"3R";10592017;10596273;-1;"AATE016862";"KI421893";3153687;3158214;"AGAP010562";"3L";6393039;6398334
"297";"AALB003737";"3R";236631;237742;1;"AATE021059";"KI421887";8137542;8138464;"AGAP011906";"3L";34828763;34829833
"298";"AALB010431";"3R";13554049;13558003;1;"AATE001638";"KI421899";3665667;3669219;"AGAP011960";"3L";35622767;35624479
"299";"AALB009827";"3R";3411691;3421564;-1;"AATE019233";"KI421902";2282178;2284385;"AGAP010735";"3L";9089962;9091874
"300";"AALB010378";"3R";12724511;12726644;-1;"AATE002693";"KI421887";8770091;8772408;"AGAP011836";"3L";33916323;33918291
"301";"AALB009800";"3R";3105144;3106712;-1;"AATE019845";"KI421903";2143987;2145459;"AGAP011439";"3L";24726293;24727765
"302";"AALB007420";"3R";27096680;27100375;1;"AATE016513";"KI421909";807949;811937;"AGAP008528";"3R";11874799;11880654
"303";"AALB010689";"3R";17824716;17827335;-1;"AATE019408";"KI421887";3498823;3509596;"AGAP010794";"3L";10431886;10436001
"304";"AALB007380";"3R";27620885;27637070;1;"AATE009130";"KI421910";136226;160521;"AGAP010970";"3L";14136670;14153767
"305";"AALB009803";"3R";3122389;3128233;1;"AATE007765";"KI421887";3123703;3126037;"AGAP011442";"3L";24745730;24749233
"306";"AALB007545";"3R";32085731;32087072;1;"AATE012693";"KI421963";142458;144159;"AGAP010314";"3L";356758;377200
"307";"AALB007090";"3R";26440975;26442469;1;"AATE019592";"KI422057";7734;9167;"AGAP028536";"3L";32796645;32798235
"308";"AALB010063";"3R";7318507;7327543;-1;"AATE000667";"KI421893";6493735;6510134;"AGAP011717";"3L";32108213;32126103
"309";"AALB014367";"3R";30635;36949;1;"AATE008144";"KI421887";9535515;9539480;"AGAP012385";"3L";41376069;41380138
"310";"AALB009807";"3R";3147295;3148520;1;"AATE015271";"KI421887";3101017;3102494;"AGAP011448";"3L";24780173;24781428
"311";"AALB003986";"3R";22233579;22235182;-1;"AATE017588";"KI421909";464857;465785;"AGAP010470";"3L";4033321;4034114
"312";"AALB008510";"3R";23324456;23325694;-1;"AATE009485";"KI421887";2825003;2826727;"AGAP011475";"3L";25017939;25037487
"313";"AALB010206";"3R";10049350;10053127;1;"AATE012843";"KI421893";3836184;3840058;"AGAP010530";"3L";5676673;5680124
"314";"AALB003833";"3R";1326496;1345379;-1;"AATE003375";"KI421887";5817106;5820537;"AGAP011629";"3L";30342620;30347344
"315";"AALB010661";"3R";17407991;17408670;-1;"AATE020235";"KI421893";2822663;2824635;"AGAP011993";"3L";35994940;35996643
"316";"AALB010614";"3R";16652162;16652565;-1;"AATE013013";"KI421901";2179338;2181231;"AGAP012184";"3L";38462276;38474055
"317";"AALB004008";"3R";21898459;21902384;1;"AATE019606";"KI421917";607375;614430;"AGAP010346";"3L";1913738;1918285
"318";"AALB015636";"3R";23374002;23375504;-1;"AATE010828";"KI421887";2892315;2893955;"AGAP011467";"3L";24981411;24982903
"319";"AALB007408";"3R";27226994;27230960;1;"AATE004253";"KI421902";258896;260698;"AGAP011302";"3L";20764210;20766129
"320";"AALB010565";"3R";15694636;15696014;1;"AATE018394";"KI421887";305620;307117;"AGAP011198";"3L";19276593;19278058
"321";"AALB003760";"3R";457702;462545;-1;"AATE009319";"KI421887";7846287;7852557;"AGAP011932";"3L";35237843;35245670
"322";"AALB010757";"3R";18932501;18933070;-1;"AATE010722";"KI421893";5363536;5364470;"AGAP011107";"3L";17002219;17003076
"323";"AALB014936";"3R";8253646;8258910;1;"AATE018412";"KI421887";4089897;4097968;"AGAP011554";"3L";27287812;27326404
"324";"AALB010353";"3R";12542088;12542678;-1;"AATE017901";"KI421899";1390318;1390911;"AGAP011054";"3L";15787249;15789939
"325";"AALB003830";"3R";1318639;1321699;1;"AATE008054";"KI421887";5834348;5835707;"AGAP028105";"3L";30349036;30353376
"326";"AALB010622";"3R";16741288;16745835;-1;"AATE016287";"KI421901";2036323;2048611;"AGAP010843";"3L";11875023;11885089
"327";"AALB009883";"3R";4155047;4159721;-1;"AATE001490";"KI421899";2074506;2080488;"AGAP010641";"3L";7909516;7917149
"328";"AALB010073";"3R";7429368;7432964;1;"AATE011595";"KI421929";105357;110008;"AGAP012275";"3L";39681580;39685695
"329";"AALB010010";"3R";6220767;6226354;1;"AATE017561";"KI421887";7270902;7276838;"AGAP012095";"3L";37621857;37623747
"330";"AALB010349";"3R";12528443;12529532;-1;"AATE019201";"KI421929";75917;77548;"AGAP012271";"3L";39658854;39659932
"331";"AALB010252";"3R";10692977;10693602;1;"AATE019289";"KI421887";8837948;8838841;"AGAP011820";"3L";33822201;33822606
"332";"AALB009938";"3R";5227059;5228676;1;"AATE002108";"KI421893";2522223;2523837;"AGAP011969";"3L";35694923;35696570
"333";"AALB007111";"3R";26798465;26800627;1;"AATE017322";"KI421887";2563359;2566186;"AGAP011485";"3L";25306385;25307427
"334";"AALB010122";"3R";8418731;8425527;-1;"AATE000991";"KI421893";2991324;3009270;"AGAP012006";"3L";36142289;36174214
"335";"AALB015549";"3R";544463;546561;-1;"AATE015305";"KI421887";7739337;7741449;"AGAP011939";"3L";35407855;35409899
"336";"AALB015684";"3R";26427409;26430437;1;"AATE017636";"KI421901";2774985;2779605;"AGAP011743";"3L";32825766;32829407
"337";"AALB007534";"3R";32169717;32172322;1;"AATE003168";"KI421898";74949;80349;"AGAP002478";"2R";21863492;21865841
"338";"AALB010721";"3R";18125281;18125804;-1;"AATE012617";"KI421887";3205909;3206646;"AGAP010755";"3L";9850993;9851807
"339";"AALB007042";"3R";25890461;25891556;-1;"AATE019132";"KI421893";707313;708850;"AGAP011173";"3L";18232218;18233841
"340";"AALB010560";"3R";15537217;15541962;-1;"AATE015264";"KI421887";160622;178053;"AGAP011195";"3L";19106596;19131749
"341";"AALB008472";"3R";23871075;23872721;1;"AATE020407";"KI421903";565410;567065;"AGAP011370";"3L";22070140;22072729
"342";"AALB010374";"3R";12690469;12693450;1;"AATE016283";"KI421887";8731327;8732293;"AGAP011841";"3L";33976644;33977184
"343";"AALB010016";"3R";6260671;6263960;-1;"AATE014881";"KI421887";9873545;9887049;"AGAP012103";"3L";37666033;37670044
"344";"AALB010836";"3R";20062132;20064357;-1;"AATE007163";"KI421887";9141194;9144492;"AGAP012310";"3L";40073039;40075643
"345";"AALB001256";"3R";31373940;31375856;1;"AATE000226";"KI421917";563444;565820;"AGAP010347";"3L";1918545;1920511
"346";"AALB007036";"3R";25849866;25854524;1;"AATE012606";"KI421893";660533;665324;"AGAP011178";"3L";18274042;18277793
"347";"AALB010255";"3R";10738274;10739015;-1;"AATE015997";"KI421887";8863056;8886443;"AGAP028417";"3L";33753325;33753951
"348";"AALB007062";"3R";26111580;26115991;-1;"AATE017872";"KI421893";976050;981267;"AGAP011152";"3L";17991678;17997408
"349";"AALB007010";"3R";25058207;25067226;1;"AATE014922";"KI421925";259523;263263;"AGAP010344";"3L";1896831;1899497
"350";"AALB010533";"3R";15196699;15201187;-1;"AATE011664";"KI421887";1384829;1389419;"AGAP011275";"3L";20470358;20474417
"351";"AALB006996";"3R";24809207;24818167;-1;"AATE001240";"KI421909";1452091;1462138;"AGAP010331";"3L";1237241;1252839
"352";"AALB001219";"3R";31867790;31871011;-1;"AATE004376";"KI421973";32590;35752;"AGAP010386";"3L";2436355;2438695
"353";"AALB003722";"3R";105241;108295;1;"AATE004857";"KI421887";8287800;8290865;"AGAP011880";"3L";34610027;34613184
"354";"AALB007040";"3R";25884217;25887150;-1;"AATE011516";"KI421893";701547;705079;"AGAP028620";"3L";18238915;18244176
"355";"AALB007829";"3R";33466106;33466995;1;"AATE010593";"KI421894";4201482;4205482;"AGAP005071";"2L";9486328;9493057
"356";"AALB010432";"3R";13555959;13557738;-1;"AATE005890";"KI421899";3669703;3671477;"AGAP011961";"3L";35625069;35626881
"357";"AALB010096";"3R";7725314;7728132;-1;"AATE001905";"KI421899";4497125;4499424;"AGAP011808";"3L";33364203;33365420
"358";"AALB007485";"3R";32584978;32588981;-1;"AATE006907";"KI421930";1562;3980;"AGAP004720";"2L";2727394;2742060
"359";"AALB010314";"3R";11894464;11896616;-1;"AATE018869";"KI421887";6467641;6472074;"AGAP011676";"3L";31266082;31271769
"360";"AALB007407";"3R";27231376;27236210;-1;"AATE006069";"KI421902";256239;258352;"AGAP011303";"3L";20766685;20768753
"361";"AALB010543";"3R";15301361;15304708;-1;"AATE009062";"KI421899";3899565;3903372;"AGAP010711";"3L";8901319;8904939
"362";"AALB007394";"3R";27349552;27350304;1;"AATE015968";"KI421902";112085;113417;"AGAP011317";"3L";20946446;20947670
"363";"AALB010193";"3R";9900661;9902708;1;"AATE003807";"KI421899";2604267;2608267;"AGAP012239";"3L";39245641;39246018
"364";"AALB003759";"3R";454947;455909;1;"AATE004866";"KI421887";7852616;7853995;"AGAP011931";"3L";35234486;35235888
"365";"AALB004038";"3R";21337586;21348250;1;"AATE008873";"KI421893";4903616;4912942;"AGAP011123";"3L";17413002;17420987
"366";"AALB009904";"3R";4351556;4357220;-1;"AATE011447";"KI421901";2366488;2368704;"AGAP012171";"3L";38275163;38280838
"367";"AALB007592";"3R";29110919;29122201;-1;"AATE019580";"KI421913";60382;71744;"AGAP010431";"3L";3260597;3281926
"368";"AALB010145";"3R";8906205;8913451;-1;"AATE000013";"KI421887";9991551;10000077;"AGAP012070";"3L";37371800;37377214
"369";"AALB009802";"3R";3109667;3122045;1;"AATE009736";"KI421887";3126233;3142004;"AGAP011441";"3L";24732444;24745095
"370";"AALB001239";"3R";31755952;31765807;-1;"AATE009885";"KI421917";136226;151221;"AGAP010366";"3L";2252095;2257902
"371";"AALB010338";"3R";12171003;12171926;-1;"AATE002806";"KI421887";6761895;6762997;"AGAP011423";"3L";24476267;24477422
"372";"AALB010033";"3R";6505559;6508893;1;"AATE013489";"KI421899";68709;72580;"AGAP011512";"3L";26253472;26258173
"373";"AALB010666";"3R";17438359;17439342;-1;"AATE008856";"KI421893";2872160;2875835;"AGAP011997";"3L";36031212;36032305
"374";"AALB003726";"3R";115289;120619;-1;"AATE003767";"KI421887";8275058;8276237;"AGAP011887";"3L";34631276;34632383
"375";"AALB010582";"3R";15871577;15876847;-1;"AATE018672";"KI421887";507329;513148;"AGAP011218";"3L";19467052;19470887
"376";"AALB010208";"3R";10180196;10185994;-1;"AATE011716";"KI421893";3694089;3696776;"AGAP010536";"3L";5818262;5821274
"377";"AALB010025";"3R";6366860;6367755;-1;"AATE003116";"KI421923";148246;149475;"AGAP011521";"3L";26438289;26438798
"378";"AALB010261";"3R";10749564;10749920;-1;"AATE012186";"KI421887";8896849;8900091;"AGAP011816";"3L";33739943;33740551
"379";"AALB006994";"3R";24772421;24773705;1;"AATE013463";"KI421910";346835;351459;"AGAP010964";"3L";13921398;13922370
"380";"AALB010668";"3R";17450907;17455897;-1;"AATE004359";"KI421887";9407292;9416473;"AGAP011745";"3L";32840159;32847882
"381";"AALB003742";"3R";259418;260733;-1;"AATE015923";"KI421887";8110396;8111858;"AGAP011912";"3L";34881630;34882996
"382";"AALB007373";"3R";27823373;27825555;-1;"AATE014152";"KI421910";306746;308798;"AGAP010966";"3L";13964171;13966158
"383";"AALB004073";"3R";21027076;21030157;-1;"AATE020849";"AXCP01008022";656;3490;"AGAP000252";"X";4606870;4609898
"384";"AALB010147";"3R";8923030;8927926;-1;"AATE020573";"KI421923";149438;153693;"AGAP011523";"3L";26442369;26443867
"385";"AALB010720";"3R";18123475;18125027;1;"AATE000162";"KI421887";3206644;3209720;"AGAP010756";"3L";9851826;9866314
"386";"AALB009978";"3R";5893239;5898085;-1;"AATE005130";"KI421899";3212777;3220334;"AGAP012350";"3L";40901306;40903526
"387";"AALB010410";"3R";13311360;13311863;1;"AATE004656";"KI421901";3838733;3849374;"AGAP010600";"3L";7093689;7094422
"388";"AALB010369";"3R";12656828;12659968;1;"AATE018958";"KI421887";8692258;8695228;"AGAP011848";"3L";34028642;34032485
"389";"AALB003997";"3R";22098208;22107231;-1;"AATE011732";"KI421909";327433;342093;"AGAP010480";"3L";4221936;4230816
"390";"AALB007428";"3R";27067112;27067798;1;"AATE020380";"KI421902";449991;455064;"AGAP011284";"3L";20547469;20553256
"391";"AALB010845";"3R";20397876;20399031;-1;"AATE009472";"KI421887";1817556;1829043;"AGAP010820";"3L";11302054;11303186
"392";"AALB010709";"3R";18027828;18029099;1;"AATE002311";"KI421899";4545230;4547107;"AGAP011791";"3L";33281980;33283464
"393";"AALB010478";"3R";14260544;14262687;-1;"AATE010999";"KI421893";5340055;5344416;"AGAP011110";"3L";17025705;17028254
"394";"AALB007116";"3R";26883949;26884611;-1;"AATE000066";"KI421887";2679885;2680553;"AGAP007136";"2L";43457361;43461968
"395";"AALB010674";"3R";17506402;17508126;-1;"AATE004188";"KI421887";9359528;9362879;"AGAP011751";"3L";32920615;32922381
"396";"AALB008512";"3R";23307331;23311901;1;"AATE020032";"KI421887";2776754;2793026;"AGAP011479";"3L";25056391;25071436
"397";"AALB007030";"3R";25773870;25779821;-1;"AATE019860";"KI421893";574954;581123;"AGAP011186";"3L";18353919;18358304
"398";"AALB003774";"3R";598941;601083;1;"AATE018268";"KI421887";7663328;7667537;"AGAP011948";"3L";35499481;35502693
"399";"AALB003895";"3R";28469408;28471977;-1;"AATE014553";"KI421909";850450;853800;"AGAP010395";"3L";2667745;2670952
"400";"AALB010519";"3R";15118955;15120830;-1;"AATE002329";"KI421899";4519544;4521686;"AGAP011800";"3L";33331569;33333537
"401";"AALB003735";"3R";227109;230879;1;"AATE007265";"KI421887";8142817;8149678;"AGAP011904";"3L";34815587;34821920
"402";"AALB010092";"3R";7624802;7638493;1;"AATE013351";"KI421899";4364553;4377592;"AGAP012305";"3L";39974029;39989353
"403";"AALB010034";"3R";6512028;6515300;-1;"AATE020010";"KI421899";76496;78020;"AGAP011511";"3L";26246181;26249037
"404";"AALB003721";"3R";102556;103806;-1;"AATE018525";"KI421887";8291658;8294144;"AGAP011879";"3L";34607154;34608893
"405";"AALB004061";"3R";21172517;21174205;-1;"AATE001628";"KI421893";4723952;4725667;"AGAP012121";"3L";37838834;37840507
"406";"AALB010647";"3R";17070198;17074806;1;"AATE012827";"KI421901";1590568;1607154;"AGAP010872";"3L";12311475;12354272
"407";"AALB004025";"3R";21622493;21623165;1;"AATE001565";"KI421902";2695129;2695572;"AGAP011343";"3L";21511926;21512472
"408";"AALB014369";"3R";143267;147421;-1;"AATE014055";"KI421887";8244678;8247576;"AGAP011899";"3L";34687962;34690451
"409";"AALB010680";"3R";17706231;17711856;1;"AATE009338";"KI421887";3617836;3623526;"AGAP010800";"3L";10572953;10583487
"410";"AALB010244";"3R";10622714;10623585;-1;"AATE002097";"KI421893";3121214;3128808;"AGAP012014";"3L";36305925;36313751
"411";"AALB010517";"3R";15109401;15116971;-1;"AATE019246";"KI422078";416;8366;"AGAP011798";"3L";33317621;33328304
"412";"AALB010210";"3R";10186136;10190292;1;"AATE013676";"KI421893";3685067;3691604;"AGAP010539";"3L";5823672;5827821
"413";"AALB010022";"3R";6330641;6336448;-1;"AATE019042";"KI421887";9944405;9945904;"AGAP012077";"3L";37448340;37449680
"414";"AALB009849";"3R";3611761;3616275;1;"AATE013710";"KI421893";144476;146824;"AGAP011170";"3L";18220347;18222809
"415";"AALB010796";"3R";19665308;19668413;1;"AATE003884";"KI421901";1038594;1052556;"AGAP012335";"3L";40741134;40743635
"416";"AALB003902";"3R";28528673;28543366;-1;"AATE000558";"KI421909";761213;776888;"AGAP010422";"3L";3068630;3073413
"417";"AALB003770";"3R";580107;585377;-1;"AATE014965";"KI421887";7682498;7688114;"AGAP011944";"3L";35470106;35470814
"418";"AALB007401";"3R";27289178;27291259;1;"AATE017810";"KI421902";192130;194199;"AGAP011309";"3L";20836420;20838716
"419";"AALB010855";"3R";20726262;20728078;1;"AATE005124";"KI421899";4511679;4513722;"AGAP011804";"3L";33341632;33343479
"420";"AALB010738";"3R";18413792;18415165;1;"AATE009358";"KI421893";5951732;5954905;"AGAP010650";"3L";7970287;7971357
"421";"AALB010501";"3R";14968435;14969059;-1;"AATE020403";"KI421899";4736762;4737487;"AGAP012319";"3L";40171315;40172237
"422";"AALB014372";"3R";1248173;1248466;1;"AATE015267";"KI421887";5922537;5923403;"AGAP011635";"3L";30458469;30459214
"423";"AALB010749";"3R";18745665;18754346;-1;"AATE004129";"KI421893";5552211;5574934;"AGAP011097";"3L";16798641;16820685
"424";"AALB003793";"3R";835158;838006;1;"AATE012461";"KI421887";7902038;7906310;"AGAP011922";"3L";35157372;35161998
"425";"AALB010088";"3R";7577701;7584721;-1;"AATE002439";"KI421899";4261149;4272033;"AGAP012302";"3L";39928958;39936423
"426";"AALB010076";"3R";7449364;7455470;1;"AATE001387";"KI421929";81891;91920;"AGAP012273";"3L";39661980;39667911
"427";"AALB010295";"3R";11532672;11534798;-1;"AATE020496";"KI421887";6077736;6121745;"AGAP011646";"3L";30712785;30715624
"428";"AALB010050";"3R";7069356;7072536;1;"AATE012750";"KI421899";792304;796797;"AGAP011495";"3L";25450908;25459637
"429";"AALB010669";"3R";17461055;17467011;1;"AATE004049";"KI421887";9402176;9405672;"AGAP011746";"3L";32865203;32871725
