albimanus;albimanus;albimanus;albimanus;albimanus;atroparvus;atroparvus;atroparvus;atroparvus;funestus;funestus;funestus;funestus;gambiae;gambiae;gambiae;gambiae;sinensis;sinensis;sinensis;sinensis;stephensi;stephensi;stephensi;stephensi
AALB010334;3R;12152562;12156890;-1;AATE017736;KI421887;4375834;4378180;AFUN004910;KB668714;218004;225483;;;;;ASIS015463;KI916186;2488729;2490940;ASTE009298;KB664699;811137;815879
AALB010334;3R;12152562;12156890;-1;AATE017736;KI421887;4375834;4378180;AFUN004910;KB668714;218004;225483;;;;;ASIS021468;KI916186;2500120;2501223;ASTE009298;KB664699;811137;815879
AALB010334;3R;12152562;12156890;-1;AATE019420;KI421885;4355708;4356537;AFUN004910;KB668714;218004;225483;;;;;ASIS015463;KI916186;2488729;2490940;ASTE009298;KB664699;811137;815879
AALB010334;3R;12152562;12156890;-1;AATE019420;KI421885;4355708;4356537;AFUN004910;KB668714;218004;225483;;;;;ASIS021468;KI916186;2500120;2501223;ASTE009298;KB664699;811137;815879
AALB009818;3R;3256118;3256891;-1;AATE000249;KI421887;2946974;2948102;AFUN016116;KB668703;1240472;1241395;AGAP011457;3L;24933284;24934284;ASIS008421;KI916434;104662;105432;ASTE003285;KB664528;317733;318808
AALB007070;3R;26203270;26204016;1;AATE005328;KI421893;1067874;1074898;AFUN010517;KB668678;326427;328241;AGAP011143;3L;17876489;17876992;;;;;ASTE010968;KB664521;72052;75395
AALB010195;3R;9912706;9915494;1;AATE015971;KI421899;2620402;2631327;AFUN005368;KB668666;339322;340330;;;;;ASIS001566;KI916915;68229;69663;ASTE011533;KB664451;155374;155903
AALB014961;3R;11833919;11840616;-1;;;;;;;;;;;;;;;;;;;;
AALB010572;3R;15777592;15782119;-1;AATE003507;KI421887;422677;430283;AFUN004058;KB668736;234088;240387;AGAP011207;3L;19379844;19381586;ASIS014129;KI916272;563033;569763;ASTE008260;KB665066;440309;445754
AALB009889;3R;4192655;4197455;1;AATE018774;KI421899;2021958;2041118;AFUN007198;KB668776;29830;35961;AGAP011089;3L;16457549;16461141;ASIS011449;KI916693;48199;58221;ASTE000951;KB664480;436539;441678
AALB009889;3R;4192655;4197455;1;AATE018774;KI421899;2021958;2041118;AFUN007198;KB668776;29830;35961;AGAP011088;3L;16456432;16457211;ASIS011449;KI916693;48199;58221;ASTE000951;KB664480;436539;441678
AALB009889;3R;4192655;4197455;1;AATE018774;KI421899;2021958;2041118;AFUN007198;KB668776;29830;35961;AGAP011090;3L;16461751;16462662;ASIS011449;KI916693;48199;58221;ASTE000951;KB664480;436539;441678
AALB010702;3R;17925240;17925659;1;;;;;;;;;;;;;;;;;;;;
AALB010351;3R;12532867;12535119;-1;AATE020057;KI421899;1397663;1398707;AFUN009956;KB668345;160417;162641;AGAP011056;3L;15798800;15799845;ASIS022084;KI916678;47453;49944;ASTE005405;KB664507;247837;250030
AALB010351;3R;12532867;12535119;-1;AATE020057;KI421899;1397663;1398707;AFUN009956;KB668345;160417;162641;AGAP011057;3L;15800142;15801273;ASIS022084;KI916678;47453;49944;ASTE005405;KB664507;247837;250030
AALB010351;3R;12532867;12535119;-1;AATE013282;KI421899;1396250;1397401;AFUN009956;KB668345;160417;162641;AGAP011056;3L;15798800;15799845;ASIS022084;KI916678;47453;49944;ASTE005405;KB664507;247837;250030
AALB010351;3R;12532867;12535119;-1;AATE013282;KI421899;1396250;1397401;AFUN009956;KB668345;160417;162641;AGAP011057;3L;15800142;15801273;ASIS022084;KI916678;47453;49944;ASTE005405;KB664507;247837;250030
AALB014981;3R;15805872;15806766;-1;;;;;;;;;;;;;;;;;;;;
AALB004005;3R;21960687;21969655;1;AATE011762;KI421909;294949;314334;AFUN010484;KB668719;130280;141735;AGAP028617;3L;12766054;12777149;ASIS018014;KI916229;933029;951838;ASTE000089;KB664954;622394;631034
AALB003808;3R;932870;936979;1;AATE019067;KI421887;9821964;9824169;;;;;AGAP012408;3L;41769006;41771149;ASIS000630;KI916541;155393;157549;ASTE004574;KB665143;114611;116562
AALB010095;3R;7716904;7718441;1;AATE018836;KI421899;4484219;4486898;AFUN001368;KB668333;735613;738084;AGAP012308;3L;40063125;40064369;ASIS013524;KI916567;212499;213728;ASTE001580;KB665077;633388;635452
AALB010510;3R;15079159;15080649;1;AATE020415;KI421899;4560841;4562291;AFUN010232;KB669014;143046;145646;AGAP011782;3L;33252286;33254243;ASIS008925;KI916253;593839;594667;ASTE008189;KB664490;90112;95412
AALB010381;3R;12729217;12731643;-1;AATE005035;KI421887;8779666;8781447;AFUN011508;KB668868;6436;7597;AGAP011834;3L;33897690;33898873;ASIS002368;KI916326;267370;268658;ASTE004690;KB664513;365688;367401
AALB007365;3R;28072335;28074390;1;AATE015959;KI421909;1234228;1240133;AFUN015925;KB668805;208189;212953;AGAP010327;3L;869948;875290;ASIS006293;KI916748;82821;89541;ASTE007649;KB664538;181340;184885
AALB009887;3R;4175594;4184629;1;AATE001702;KI421899;2043011;2052587;AFUN007200;KB668776;63303;67702;AGAP011092;3L;16474267;16480123;ASIS011576;KI916693;68120;76488;ASTE000952;KB664480;455406;464675
AALB009887;3R;4175594;4184629;1;AATE001702;KI421899;2043011;2052587;AFUN007200;KB668776;63303;67702;AGAP011092;3L;16474267;16480123;ASIS020224;KI916693;66737;67183;ASTE000952;KB664480;455406;464675
AALB004045;3R;21310598;21311890;-1;AATE020464;KI421893;4878612;4879930;AFUN000173;KB668784;197257;198647;AGAP012806;UNKN;30482323;30482898;ASIS023355;KI916195;548427;549824;ASTE002524;KB664511;1199626;1210493
AALB010525;3R;15130175;15131141;-1;AATE002888;KI421887;1465387;1466532;AFUN010673;KB668500;415117;416335;AGAP010836;3L;11725016;11726028;ASIS008718;KI916186;657440;658508;ASTE001647;KB664473;6979;7972
AALB014634;3R;25147280;25150530;1;;;;;;;;;;;;;;;;;;;;
AALB010371;3R;12684332;12685563;-1;AATE002016;KI421887;8723115;8725786;AFUN002602;KB668918;89269;90635;AGAP011846;3L;33988362;33989238;ASIS002550;KI916326;329961;331098;ASTE005689;KB664452;93209;94995
AALB007498;3R;32520592;32522081;1;AATE017399;KI421931;141855;145580;AFUN000466;KB668726;839864;847576;AGAP004734;2L;2920492;2930688;ASIS005107;KI916336;395156;399340;ASTE003628;KB664444;647618;652865
AALB015244;3R;11367112;11367184;1;;;;;;;;;;;;;;;;;;;;
AALB007543;3R;32104921;32105682;1;;;;;AFUN009146;KB668861;106869;108495;AGAP009828;3R;43935598;43936724;;;;;ASTE007232;KB664571;124450;127223
AALB008513;3R;23299306;23302021;1;;;;;AFUN002542;KB668703;1130750;1131323;;;;;;;;;ASTE003267;KB664528;175523;178703
AALB008513;3R;23299306;23302021;1;;;;;AFUN002543;KB668703;1136631;1141085;;;;;;;;;ASTE003267;KB664528;175523;178703
AALB008513;3R;23299306;23302021;1;;;;;AFUN002542;KB668703;1130750;1131323;;;;;;;;;ASTE003268;KB664528;185479;192027
AALB008513;3R;23299306;23302021;1;;;;;AFUN002543;KB668703;1136631;1141085;;;;;;;;;ASTE003268;KB664528;185479;192027
AALB010017;3R;6322231;6324294;1;AATE018638;KI421887;9933716;9934734;AFUN003194;KB668711;20703;24183;AGAP012104;3L;37739158;37740909;ASIS017250;KI916541;48120;49936;ASTE002105;KB664552;230775;232698
AALB010645;3R;17061656;17062348;-1;;;;;AFUN001317;KB668256;267829;268724;AGAP010871;3L;12309047;12309481;ASIS019086;KI916263;71047;71780;ASTE002448;KB664511;187016;187863
AALB010152;3R;9015014;9017385;-1;;;;;AFUN002494;KB668703;56648;60301;;;;;;;;;ASTE005798;KB664496;368684;372431
AALB015473;3R;19968534;19969974;1;AATE014558;KI421886;4996474;4999439;AFUN009070;KB668746;263219;264885;AGAP005760;2L;20326884;20328593;;;;;;;;
AALB007103;3R;26688235;26694907;1;AATE006915;KI421901;2502079;2510808;AFUN001045;KB668611;77461;89081;AGAP011728;3L;32503422;32509436;ASIS001772;KI916186;1802173;1810645;ASTE004702;KB664988;310494;316926
AALB007103;3R;26688235;26694907;1;AATE006915;KI421901;2502079;2510808;AFUN001045;KB668611;77461;89081;AGAP028535;3L;32510026;32511796;ASIS001772;KI916186;1802173;1810645;ASTE004702;KB664988;310494;316926
AALB007536;3R;32159676;32161952;1;;;;;AFUN009138;KB668861;16570;19004;AGAP001057;X;21769838;21772242;;;;;;;;
AALB007452;3R;33266149;33267200;1;;;;;AFUN006515;KB668762;140415;141499;AGAP004677;2L;157348;186936;;;;;ASTE003684;KB664444;1333385;1337473
AALB007064;3R;26118774;26119229;-1;AATE015208;KI421893;983791;984156;AFUN010521;KB668678;422853;423308;AGAP011146;3L;17973763;17974224;ASIS014972;KI916249;412486;412941;ASTE004962;KB664855;938051;938506
AALB007064;3R;26118774;26119229;-1;AATE015208;KI421893;983791;984156;AFUN010521;KB668678;422853;423308;AGAP011148;3L;17980326;17980781;ASIS014972;KI916249;412486;412941;ASTE004962;KB664855;938051;938506
AALB007079;3R;26253565;26313728;1;AATE012708;KI421901;1552793;1560852;AFUN011441;KB668958;52246;55911;AGAP012194;3L;38573785;38576409;ASIS008375;KI916263;6426;29382;ASTE001655;KB664473;178431;180527
AALB009798;3R;3094093;3099424;-1;AATE013377;KI421903;2126457;2132967;;;;;AGAP011694;3L;31480770;31484370;ASIS001511;KI916434;365855;374132;ASTE001908;KB664416;764264;771670
AALB010693;3R;17844337;17845754;-1;AATE000963;KI421887;3491649;3493567;AFUN004614;KB668422;147739;149156;AGAP010792;3L;10412154;10413607;ASIS012220;AXCK02021282;3128;4824;ASTE008164;KB665221;413009;414730
AALB010595;3R;16281201;16285474;-1;AATE015646;KI421899;1384434;1385746;AFUN009960;KB668345;174573;178645;AGAP011052;3L;15780405;15783229;ASIS011597;KI916678;35730;37394;ASTE005409;KB664507;261648;266870
AALB003853;3R;1873048;1874394;-1;AATE003782;KI421887;5152916;5155961;AFUN003247;KB668814;294272;294571;;;;;;;;;ASTE000454;KB664598;166679;166966
AALB010561;3R;15544237;15546492;1;AATE001147;KI421887;176650;180315;AFUN011485;KB668733;146228;149638;AGAP011196;3L;19125245;19126990;ASIS017611;KI916294;2911;7344;ASTE008270;KB665066;646258;649370
AALB014377;3R;28335918;28336670;1;;;;;AFUN001158;KB668913;848;1622;AGAP010707;3L;8869614;8869958;ASIS010697;KI916454;389916;391880;ASTE007414;KB664499;1540819;1541375
AALB014377;3R;28335918;28336670;1;;;;;AFUN001158;KB668913;848;1622;AGAP010708;3L;8870420;8870794;ASIS010697;KI916454;389916;391880;ASTE007414;KB664499;1540819;1541375
AALB014377;3R;28335918;28336670;1;;;;;AFUN001158;KB668913;848;1622;AGAP010709;3L;8879334;8887946;ASIS010697;KI916454;389916;391880;ASTE007414;KB664499;1540819;1541375
AALB014377;3R;28335918;28336670;1;;;;;AFUN001158;KB668913;848;1622;AGAP002911;2R;29217888;29218455;ASIS010697;KI916454;389916;391880;ASTE007414;KB664499;1540819;1541375
AALB014377;3R;28335918;28336670;1;;;;;AFUN001158;KB668913;848;1622;AGAP002912;2R;29219995;29220592;ASIS010697;KI916454;389916;391880;ASTE007414;KB664499;1540819;1541375
AALB014377;3R;28335918;28336670;1;;;;;AFUN001158;KB668913;848;1622;AGAP002910;2R;29216218;29216720;ASIS010697;KI916454;389916;391880;ASTE007414;KB664499;1540819;1541375
AALB014377;3R;28335918;28336670;1;;;;;AFUN001158;KB668913;848;1622;AGAP010707;3L;8869614;8869958;ASIS010697;KI916454;389916;391880;ASTE010882;KB664500;1598;2722
AALB014377;3R;28335918;28336670;1;;;;;AFUN001158;KB668913;848;1622;AGAP010708;3L;8870420;8870794;ASIS010697;KI916454;389916;391880;ASTE010882;KB664500;1598;2722
AALB014377;3R;28335918;28336670;1;;;;;AFUN001158;KB668913;848;1622;AGAP010709;3L;8879334;8887946;ASIS010697;KI916454;389916;391880;ASTE010882;KB664500;1598;2722
AALB014377;3R;28335918;28336670;1;;;;;AFUN001158;KB668913;848;1622;AGAP002911;2R;29217888;29218455;ASIS010697;KI916454;389916;391880;ASTE010882;KB664500;1598;2722
AALB014377;3R;28335918;28336670;1;;;;;AFUN001158;KB668913;848;1622;AGAP002912;2R;29219995;29220592;ASIS010697;KI916454;389916;391880;ASTE010882;KB664500;1598;2722
AALB014377;3R;28335918;28336670;1;;;;;AFUN001158;KB668913;848;1622;AGAP002910;2R;29216218;29216720;ASIS010697;KI916454;389916;391880;ASTE010882;KB664500;1598;2722
AALB014377;3R;28335918;28336670;1;;;;;AFUN001158;KB668913;848;1622;AGAP010707;3L;8869614;8869958;ASIS010697;KI916454;389916;391880;ASTE004923;KB664855;145706;146161
AALB014377;3R;28335918;28336670;1;;;;;AFUN001158;KB668913;848;1622;AGAP010708;3L;8870420;8870794;ASIS010697;KI916454;389916;391880;ASTE004923;KB664855;145706;146161
AALB014377;3R;28335918;28336670;1;;;;;AFUN001158;KB668913;848;1622;AGAP010709;3L;8879334;8887946;ASIS010697;KI916454;389916;391880;ASTE004923;KB664855;145706;146161
AALB014377;3R;28335918;28336670;1;;;;;AFUN001158;KB668913;848;1622;AGAP002911;2R;29217888;29218455;ASIS010697;KI916454;389916;391880;ASTE004923;KB664855;145706;146161
AALB014377;3R;28335918;28336670;1;;;;;AFUN001158;KB668913;848;1622;AGAP002912;2R;29219995;29220592;ASIS010697;KI916454;389916;391880;ASTE004923;KB664855;145706;146161
AALB014377;3R;28335918;28336670;1;;;;;AFUN001158;KB668913;848;1622;AGAP002910;2R;29216218;29216720;ASIS010697;KI916454;389916;391880;ASTE004923;KB664855;145706;146161
AALB014377;3R;28335918;28336670;1;;;;;AFUN001158;KB668913;848;1622;AGAP010707;3L;8869614;8869958;ASIS010697;KI916454;389916;391880;ASTE007411;KB664499;1525911;1526354
AALB014377;3R;28335918;28336670;1;;;;;AFUN001158;KB668913;848;1622;AGAP010708;3L;8870420;8870794;ASIS010697;KI916454;389916;391880;ASTE007411;KB664499;1525911;1526354
AALB014377;3R;28335918;28336670;1;;;;;AFUN001158;KB668913;848;1622;AGAP010709;3L;8879334;8887946;ASIS010697;KI916454;389916;391880;ASTE007411;KB664499;1525911;1526354
AALB014377;3R;28335918;28336670;1;;;;;AFUN001158;KB668913;848;1622;AGAP002911;2R;29217888;29218455;ASIS010697;KI916454;389916;391880;ASTE007411;KB664499;1525911;1526354
AALB014377;3R;28335918;28336670;1;;;;;AFUN001158;KB668913;848;1622;AGAP002912;2R;29219995;29220592;ASIS010697;KI916454;389916;391880;ASTE007411;KB664499;1525911;1526354
AALB014377;3R;28335918;28336670;1;;;;;AFUN001158;KB668913;848;1622;AGAP002910;2R;29216218;29216720;ASIS010697;KI916454;389916;391880;ASTE007411;KB664499;1525911;1526354
AALB014377;3R;28335918;28336670;1;;;;;AFUN001158;KB668913;848;1622;AGAP010707;3L;8869614;8869958;ASIS010697;KI916454;389916;391880;ASTE010881;KB664500;952;1346
AALB014377;3R;28335918;28336670;1;;;;;AFUN001158;KB668913;848;1622;AGAP010708;3L;8870420;8870794;ASIS010697;KI916454;389916;391880;ASTE010881;KB664500;952;1346
AALB014377;3R;28335918;28336670;1;;;;;AFUN001158;KB668913;848;1622;AGAP010709;3L;8879334;8887946;ASIS010697;KI916454;389916;391880;ASTE010881;KB664500;952;1346
AALB014377;3R;28335918;28336670;1;;;;;AFUN001158;KB668913;848;1622;AGAP002911;2R;29217888;29218455;ASIS010697;KI916454;389916;391880;ASTE010881;KB664500;952;1346
AALB014377;3R;28335918;28336670;1;;;;;AFUN001158;KB668913;848;1622;AGAP002912;2R;29219995;29220592;ASIS010697;KI916454;389916;391880;ASTE010881;KB664500;952;1346
AALB014377;3R;28335918;28336670;1;;;;;AFUN001158;KB668913;848;1622;AGAP002910;2R;29216218;29216720;ASIS010697;KI916454;389916;391880;ASTE010881;KB664500;952;1346
AALB014377;3R;28335918;28336670;1;;;;;AFUN001158;KB668913;848;1622;AGAP010707;3L;8869614;8869958;ASIS010697;KI916454;389916;391880;ASTE007413;KB664499;1534814;1535436
AALB014377;3R;28335918;28336670;1;;;;;AFUN001158;KB668913;848;1622;AGAP010708;3L;8870420;8870794;ASIS010697;KI916454;389916;391880;ASTE007413;KB664499;1534814;1535436
AALB014377;3R;28335918;28336670;1;;;;;AFUN001158;KB668913;848;1622;AGAP010709;3L;8879334;8887946;ASIS010697;KI916454;389916;391880;ASTE007413;KB664499;1534814;1535436
AALB014377;3R;28335918;28336670;1;;;;;AFUN001158;KB668913;848;1622;AGAP002911;2R;29217888;29218455;ASIS010697;KI916454;389916;391880;ASTE007413;KB664499;1534814;1535436
AALB014377;3R;28335918;28336670;1;;;;;AFUN001158;KB668913;848;1622;AGAP002912;2R;29219995;29220592;ASIS010697;KI916454;389916;391880;ASTE007413;KB664499;1534814;1535436
AALB014377;3R;28335918;28336670;1;;;;;AFUN001158;KB668913;848;1622;AGAP002910;2R;29216218;29216720;ASIS010697;KI916454;389916;391880;ASTE007413;KB664499;1534814;1535436
AALB014377;3R;28335918;28336670;1;;;;;AFUN001158;KB668913;848;1622;AGAP010707;3L;8869614;8869958;ASIS010697;KI916454;389916;391880;ASTE007412;KB664499;1533686;1545585
AALB014377;3R;28335918;28336670;1;;;;;AFUN001158;KB668913;848;1622;AGAP010708;3L;8870420;8870794;ASIS010697;KI916454;389916;391880;ASTE007412;KB664499;1533686;1545585
AALB014377;3R;28335918;28336670;1;;;;;AFUN001158;KB668913;848;1622;AGAP010709;3L;8879334;8887946;ASIS010697;KI916454;389916;391880;ASTE007412;KB664499;1533686;1545585
AALB014377;3R;28335918;28336670;1;;;;;AFUN001158;KB668913;848;1622;AGAP002911;2R;29217888;29218455;ASIS010697;KI916454;389916;391880;ASTE007412;KB664499;1533686;1545585
AALB014377;3R;28335918;28336670;1;;;;;AFUN001158;KB668913;848;1622;AGAP002912;2R;29219995;29220592;ASIS010697;KI916454;389916;391880;ASTE007412;KB664499;1533686;1545585
AALB014377;3R;28335918;28336670;1;;;;;AFUN001158;KB668913;848;1622;AGAP002910;2R;29216218;29216720;ASIS010697;KI916454;389916;391880;ASTE007412;KB664499;1533686;1545585
AALB014377;3R;28335918;28336670;1;;;;;AFUN001158;KB668913;848;1622;AGAP010707;3L;8869614;8869958;ASIS010697;KI916454;389916;391880;ASTE004922;KB664855;144968;145480
AALB014377;3R;28335918;28336670;1;;;;;AFUN001158;KB668913;848;1622;AGAP010708;3L;8870420;8870794;ASIS010697;KI916454;389916;391880;ASTE004922;KB664855;144968;145480
AALB014377;3R;28335918;28336670;1;;;;;AFUN001158;KB668913;848;1622;AGAP010709;3L;8879334;8887946;ASIS010697;KI916454;389916;391880;ASTE004922;KB664855;144968;145480
AALB014377;3R;28335918;28336670;1;;;;;AFUN001158;KB668913;848;1622;AGAP002911;2R;29217888;29218455;ASIS010697;KI916454;389916;391880;ASTE004922;KB664855;144968;145480
AALB014377;3R;28335918;28336670;1;;;;;AFUN001158;KB668913;848;1622;AGAP002912;2R;29219995;29220592;ASIS010697;KI916454;389916;391880;ASTE004922;KB664855;144968;145480
AALB014377;3R;28335918;28336670;1;;;;;AFUN001158;KB668913;848;1622;AGAP002910;2R;29216218;29216720;ASIS010697;KI916454;389916;391880;ASTE004922;KB664855;144968;145480
AALB010609;3R;16544961;16545281;-1;;;;;AFUN003213;KB668711;207109;207546;;;;;;;;;;;;
AALB010849;3R;20549644;20550348;1;AATE018818;KI421887;1647255;1648850;AFUN010667;KB668500;185407;185942;AGAP010824;3L;11452625;11456200;ASIS006013;KI916186;853823;854357;ASTE010221;KB664462;170064;170593
AALB010008;3R;6201907;6204130;1;AATE010992;KI421902;2298071;2300233;AFUN007116;KB668659;588938;590988;AGAP011329;3L;21118672;21119913;ASIS006990;KI916230;34879;36996;ASTE011248;KB665287;893968;901090
AALB014920;3R;6167933;6170044;1;;;;;;;;;;;;;;;;;;;;
AALB010810;3R;19827220;19830833;-1;AATE009202;KI421901;2403046;2405952;AFUN010947;KB668928;21067;26134;;;;;ASIS018060;KI916410;99906;101497;ASTE002495;KB664511;890553;896244
AALB014132;3R;31742120;31743334;-1;;;;;;;;;;;;;;;;;ASTE006697;KB664766;453876;459471
AALB009788;3R;2955148;2961911;1;AATE013610;KI421903;1915013;1922275;AFUN001013;KB668663;253736;260053;AGAP011703;3L;31669885;31671405;ASIS005049;KI918070;1424;2395;ASTE005533;KB665332;617850;626176
AALB009788;3R;2955148;2961911;1;AATE013610;KI421903;1915013;1922275;AFUN001013;KB668663;253736;260053;AGAP011703;3L;31669885;31671405;ASIS023203;KI917459;6892;14282;ASTE005533;KB665332;617850;626176
AALB004012;3R;21785082;21786653;1;AATE018609;KI421903;287246;288688;AFUN007090;KB668659;86638;88053;AGAP011356;3L;21729836;21731903;ASIS001865;KI916196;1841571;1842983;ASTE011223;KB665287;388733;390151
AALB004068;3R;21064854;21069461;-1;;;;;;;;;;;;;;;;;;;;
AALB003894;3R;28434810;28437451;-1;AATE002609;KI421909;875449;888409;AFUN002632;KB668859;117476;126867;;;;;ASIS017344;KI916287;543723;547303;ASTE006661;KB664766;96880;98313
AALB003894;3R;28434810;28437451;-1;AATE002609;KI421909;875449;888409;AFUN002632;KB668859;117476;126867;;;;;ASIS001286;KI916287;519204;534986;ASTE006661;KB664766;96880;98313
AALB009974;3R;5789412;5794164;1;AATE009724;KI421899;3072234;3075315;AFUN009608;KB668830;127418;129581;AGAP012344;3L;40810325;40812118;;;;;ASTE002032;KB664494;150562;152721
AALB009929;3R;5183795;5185599;-1;AATE013131;KI421893;2467041;2472034;AFUN006718;KB668783;125093;127203;;;;;;;;;ASTE008458;KB665043;68452;70231
AALB015075;3R;2065495;2065568;-1;;;;;;;;;;;;;;;;;;;;
AALB010541;3R;15267963;15268830;-1;;;;;;;;;;;;;;;;;;;;
AALB007056;3R;25998655;25999128;1;;;;;;;;;AGAP011159;3L;18111649;18112534;;;;;;;;
AALB009885;3R;4164603;4170305;1;AATE006537;KI421899;2060850;2067333;AFUN007251;KB669292;558328;562783;AGAP010643;3L;7929754;7934651;ASIS000669;KI916693;83616;89449;ASTE010085;KB664888;988014;991732
AALB009885;3R;4164603;4170305;1;AATE006537;KI421899;2060850;2067333;AFUN007251;KB669292;558328;562783;AGAP010643;3L;7929754;7934651;ASIS000669;KI916693;83616;89449;ASTE010086;KB664888;1017054;1017971
AALB003755;3R;429675;432356;-1;AATE020165;KI421887;7879004;7880506;AFUN010277;KB668300;130271;136004;AGAP011927;3L;35200388;35203125;ASIS006984;KI916216;1229784;1233387;ASTE007360;KB664499;648494;654463
AALB007395;3R;27346655;27347311;-1;AATE007510;KI421902;117375;118025;AFUN007130;KB668659;772457;773107;AGAP011316;3L;20942933;20943586;ASIS018087;KI916357;438525;439175;ASTE011260;KB665287;1026095;1026745
AALB003953;3R;22616276;22620542;1;AATE020943;KI421903;1667180;1676933;AFUN001310;KB668256;179438;183469;;;;;ASIS014964;KI916196;278398;283149;ASTE002439;KB664511;101158;105609
AALB010811;3R;19833572;19835240;1;AATE002027;KI421901;2396699;2399214;AFUN010946;KB668928;14002;15324;AGAP012166;3L;38249563;38250789;ASIS012787;AXCK02024078;755;2262;ASTE002494;KB664511;886819;888187
AALB010493;3R;14687240;14689624;1;;;;;AFUN010230;KB669014;104600;128719;AGAP011789;3L;33275117;33276554;ASIS022428;KI916253;587648;589492;ASTE008191;KB664490;105722;111288
AALB003993;3R;22129716;22130184;-1;AATE008813;KI421909;376080;378422;AFUN006500;KB668717;339578;342653;AGAP010476;3L;4176329;4178951;ASIS003049;KI916229;1005365;1007609;ASTE003798;KB664561;56366;56845
AALB010325;3R;11995728;11997038;-1;;;;;AFUN001028;KB668663;485355;486779;AGAP011687;3L;31393266;31394732;ASIS014490;AXCK02025981;643;1901;ASTE001902;KB664416;636405;636893
AALB015691;3R;26242998;26243527;-1;AATE009664;KI421901;1466577;1466951;AFUN015753;KB668787;233280;234228;AGAP012711;UNKN;24533827;24534201;;;;;;;;
AALB009941;3R;5237812;5243072;1;AATE003459;KI421893;2534082;2540408;AFUN006730;KB668783;185902;191255;AGAP028030;3L;35706915;35711898;ASIS008211;KI916842;44652;56059;ASTE008471;KB665043;127015;132535
AALB007494;3R;32548327;32549312;-1;AATE012711;KI421931;52306;52970;AFUN000470;KB668726;878656;879724;AGAP004730;2L;2865742;2866766;ASIS018016;KI916336;431849;436330;ASTE003632;KB664444;687991;689081
AALB014394;3R;21616378;21617700;-1;;;;;;;;;;;;;;;;;;;;
AALB009892;3R;4276916;4285925;-1;AATE014372;KI421899;1893115;1900711;AFUN004135;KB668804;77596;85643;AGAP011085;3L;16354719;16363803;ASIS013419;KI916484;26087;34152;ASTE000947;KB664480;340490;350323
AALB010233;3R;10541123;10549016;1;AATE008744;KI421893;3197214;3201654;AFUN007168;KB668659;1144792;1149183;AGAP010571;3L;6441984;6445469;ASIS010239;KI916679;108525;110786;ASTE004799;KB664434;392647;397413
AALB010809;3R;19823074;19826555;1;AATE008471;KI421901;2405435;2407322;AFUN010948;KB668928;26141;27775;AGAP012164;3L;38240948;38242531;ASIS017659;KI916410;101941;102964;ASTE002496;KB664511;896256;898601
AALB010809;3R;19823074;19826555;1;AATE008471;KI421901;2405435;2407322;AFUN010948;KB668928;26141;27775;AGAP012164;3L;38240948;38242531;ASIS008224;AXCK02024594;128;1192;ASTE002496;KB664511;896256;898601
AALB015641;3R;10592017;10596273;-1;AATE016862;KI421893;3153687;3158214;AFUN016001;KB668659;1189672;1194165;AGAP010562;3L;6393039;6398334;ASIS023622;KI916820;40493;45146;;;;
AALB003737;3R;236631;237742;1;AATE021059;KI421887;8137542;8138464;AFUN010298;KB668300;487483;488472;AGAP011906;3L;34828763;34829833;ASIS006398;KI916311;379170;380256;ASTE007341;KB664499;52763;53849
AALB010776;3R;19301156;19308388;-1;;;;;AFUN010507;KB668678;222483;228832;;;;;ASIS010918;KI916580;153521;162661;ASTE010978;KB664521;161952;168843
AALB009837;3R;3546573;3548825;-1;;;;;AFUN006170;KB668578;465699;469960;AGAP028205;3L;4903258;4907740;;;;;ASTE006792;KB665110;803982;806249
AALB010212;3R;10218021;10221438;-1;AATE004507;KI421901;2840288;2851618;;;;;AGAP028167;3L;36795960;36797491;ASIS000743;KI916186;2232656;2233314;ASTE001837;KB665276;109479;112523
AALB010212;3R;10218021;10221438;-1;AATE004507;KI421901;2840288;2851618;;;;;AGAP028007;3L;36798033;36799821;ASIS000743;KI916186;2232656;2233314;ASTE001837;KB665276;109479;112523
AALB010212;3R;10218021;10221438;-1;AATE004507;KI421901;2840288;2851618;;;;;AGAP012843;UNKN;33467896;33468676;ASIS000743;KI916186;2232656;2233314;ASTE001837;KB665276;109479;112523
AALB010212;3R;10218021;10221438;-1;AATE004507;KI421901;2840288;2851618;;;;;AGAP012034;3L;36794251;36795847;ASIS000743;KI916186;2232656;2233314;ASTE001837;KB665276;109479;112523
AALB010212;3R;10218021;10221438;-1;AATE004507;KI421901;2840288;2851618;;;;;AGAP028167;3L;36795960;36797491;ASIS001708;KI916186;2227754;2229123;ASTE001837;KB665276;109479;112523
AALB010212;3R;10218021;10221438;-1;AATE004507;KI421901;2840288;2851618;;;;;AGAP028007;3L;36798033;36799821;ASIS001708;KI916186;2227754;2229123;ASTE001837;KB665276;109479;112523
AALB010212;3R;10218021;10221438;-1;AATE004507;KI421901;2840288;2851618;;;;;AGAP012843;UNKN;33467896;33468676;ASIS001708;KI916186;2227754;2229123;ASTE001837;KB665276;109479;112523
AALB010212;3R;10218021;10221438;-1;AATE004507;KI421901;2840288;2851618;;;;;AGAP012034;3L;36794251;36795847;ASIS001708;KI916186;2227754;2229123;ASTE001837;KB665276;109479;112523
